Time,HMR,Current,Voltage,Vibration,Temp,Failure
1:13:45 AM,20001,2464,602,5,30,N
1:13:46 AM,20001,2494,599,3,35,N
1:13:47 AM,20001,2487,602,2,45,N
1:13:48 AM,20001,2496,603,5,34,N
1:13:49 AM,20001,2497,596,2,48,N
1:13:50 AM,20001,2467,600,5,30,N
1:13:51 AM,20001,2477,598,3,36,N
1:13:52 AM,20001,2500,596,4,27,N
1:13:53 AM,20001,2477,596,3,50,N
1:13:54 AM,20001,2477,595,5,28,N
1:13:55 AM,20001,2456,596,4,34,N
1:13:56 AM,20001,2476,600,4,27,N
1:13:57 AM,20001,2489,596,2,25,N
1:13:58 AM,20001,2473,602,2,35,N
1:13:59 AM,20001,2492,602,2,27,N
1:14:00 AM,20001,2487,596,3,45,N
1:14:01 AM,20001,2452,603,4,50,N
1:14:02 AM,20001,2464,596,4,39,N
1:14:03 AM,20001,2452,597,5,40,N
1:14:04 AM,20001,2451,601,4,31,N
1:14:05 AM,20001,2453,600,4,26,N
1:14:06 AM,20001,2456,597,5,45,N
1:14:07 AM,20001,2469,598,3,40,N
1:14:08 AM,20001,2482,596,3,27,N
1:14:09 AM,20001,2490,599,3,30,N
1:14:10 AM,20001,2485,596,5,36,N
1:14:11 AM,20001,2451,600,5,29,N
1:14:12 AM,20001,2479,595,5,26,N
1:14:13 AM,20001,2463,601,3,47,N
1:14:14 AM,20001,2478,597,5,31,N
1:14:15 AM,20001,2455,602,5,36,N
1:14:16 AM,20001,2466,598,4,28,N
1:14:17 AM,20001,2496,595,4,43,N
1:14:18 AM,20001,2467,599,4,50,N
1:14:19 AM,20001,2498,596,2,33,N
1:14:20 AM,20001,2471,596,4,49,N
1:14:21 AM,20001,2471,603,5,46,N
1:14:22 AM,20001,2467,603,4,44,N
1:14:23 AM,20001,2479,603,3,46,N
1:14:24 AM,20001,2493,597,3,44,N
1:14:25 AM,20001,2468,603,2,31,N
1:14:26 AM,20001,2470,599,4,43,N
1:14:27 AM,20001,2464,596,3,31,N
1:14:28 AM,20001,2496,599,2,34,N
1:14:29 AM,20001,2464,600,3,29,N
1:14:30 AM,20001,2478,597,5,27,N
1:14:31 AM,20001,2483,597,5,50,N
1:14:32 AM,20001,2474,597,3,44,N
1:14:33 AM,20001,2471,599,4,46,N
1:14:34 AM,20001,2473,603,3,29,N
1:14:35 AM,20001,2494,596,2,41,N
1:14:36 AM,20001,2493,601,4,45,N
1:14:37 AM,20001,2458,595,2,43,N
1:14:38 AM,20001,2488,597,3,34,N
1:14:39 AM,20001,2478,596,5,43,N
1:14:40 AM,20001,2470,596,2,25,N
1:14:41 AM,20001,2466,595,4,31,N
1:14:42 AM,20001,2494,596,3,34,N
1:14:43 AM,20001,2486,598,4,38,N
1:14:44 AM,20001,2458,598,3,34,N
1:14:45 AM,20001,2498,597,2,41,N
1:14:46 AM,20001,2484,603,2,32,N
1:14:47 AM,20001,2457,597,2,42,N
1:14:48 AM,20001,2480,599,2,35,N
1:14:49 AM,20001,2469,602,2,41,N
1:14:50 AM,20001,2476,599,5,30,N
1:14:51 AM,20001,2485,595,4,36,N
1:14:52 AM,20001,2477,595,4,27,N
1:14:53 AM,20001,2479,600,5,40,N
1:14:54 AM,20001,2450,603,4,31,N
1:14:55 AM,20001,2471,601,5,27,N
1:14:56 AM,20001,2483,597,3,26,N
1:14:57 AM,20001,2485,602,4,43,N
1:14:58 AM,20001,2500,599,2,36,N
1:14:59 AM,20001,2498,596,2,42,N
1:15:00 AM,20001,2470,598,4,28,N
1:15:01 AM,20001,2497,601,3,43,N
1:15:02 AM,20001,2485,596,4,36,N
1:15:03 AM,20001,2468,602,4,27,N
1:15:04 AM,20001,2475,597,3,29,N
1:15:05 AM,20001,2466,602,4,31,N
1:15:06 AM,20001,2460,597,4,32,N
1:15:07 AM,20001,2473,601,3,28,N
1:15:08 AM,20001,2466,596,4,40,N
1:15:09 AM,20001,2483,600,2,27,N
1:15:10 AM,20001,2472,601,3,33,N
1:15:11 AM,20001,2475,603,3,25,N
1:15:12 AM,20001,2500,600,5,40,N
1:15:13 AM,20001,2470,603,3,27,N
1:15:14 AM,20001,2490,600,3,43,N
1:15:15 AM,20001,2482,596,2,30,N
1:15:16 AM,20001,2480,599,5,32,N
1:15:17 AM,20001,2462,597,2,28,N
1:15:18 AM,20001,2473,601,5,37,N
1:15:19 AM,20001,2454,603,4,48,N
1:15:20 AM,20001,2461,597,3,35,N
1:15:21 AM,20001,2499,595,3,30,N
1:15:22 AM,20001,2465,598,3,43,N
1:15:23 AM,20001,2465,596,2,37,N
1:15:24 AM,20001,2464,603,5,34,N
1:15:25 AM,20001,2498,601,5,36,N
1:15:26 AM,20001,2466,597,5,30,N
1:15:27 AM,20001,2494,599,4,37,N
1:15:28 AM,20001,2478,601,2,43,N
1:15:29 AM,20001,2494,600,4,31,N
1:15:30 AM,20001,2486,598,2,38,N
1:15:31 AM,20001,2453,601,2,41,N
1:15:32 AM,20001,2500,599,3,42,N
1:15:33 AM,20001,2481,603,5,47,N
1:15:34 AM,20001,2483,603,5,48,N
1:15:35 AM,20001,2500,598,2,35,N
1:15:36 AM,20001,2474,603,3,26,N
1:15:37 AM,20001,2468,596,4,29,N
1:15:38 AM,20001,2451,601,5,39,N
1:15:39 AM,20001,2495,603,4,50,N
1:15:40 AM,20001,2488,600,5,40,N
1:15:41 AM,20001,2491,600,2,37,N
1:15:42 AM,20001,2484,598,4,34,N
1:15:43 AM,20001,2462,601,3,34,N
1:15:44 AM,20001,2475,595,3,39,N
1:15:45 AM,20001,2461,601,5,50,N
1:15:46 AM,20001,2470,601,5,39,N
1:15:47 AM,20001,2481,601,5,49,N
1:15:48 AM,20001,2482,595,4,50,N
1:15:49 AM,20001,2455,597,2,48,N
1:15:50 AM,20001,2496,600,2,42,N
1:15:51 AM,20001,2484,602,5,26,N
1:15:52 AM,20001,2461,600,4,46,N
1:15:53 AM,20001,2492,596,3,34,N
1:15:54 AM,20001,2455,603,5,41,N
1:15:55 AM,20001,2451,603,3,33,N
1:15:56 AM,20001,2478,600,4,29,N
1:15:57 AM,20001,2490,598,4,45,N
1:15:58 AM,20001,2490,602,5,42,N
1:15:59 AM,20001,2470,602,5,35,N
1:16:00 AM,20001,2460,603,3,42,N
1:16:01 AM,20001,2489,600,3,46,N
1:16:02 AM,20001,2452,598,5,37,N
1:16:03 AM,20001,2480,598,3,29,N
1:16:04 AM,20001,2456,598,5,35,N
1:16:05 AM,20001,2487,598,5,46,N
1:16:06 AM,20001,2491,595,5,43,N
1:16:07 AM,20001,2488,596,2,44,N
1:16:08 AM,20001,2478,602,5,35,N
1:16:09 AM,20001,2493,595,5,31,N
1:16:10 AM,20001,2455,600,4,33,N
1:16:11 AM,20001,2481,599,5,29,N
1:16:12 AM,20001,2480,595,4,30,N
1:16:13 AM,20001,2467,596,2,48,N
1:16:14 AM,20001,2456,596,5,30,N
1:16:15 AM,20001,2465,598,2,28,N
1:16:16 AM,20001,2451,603,2,44,N
1:16:17 AM,20001,2498,598,4,31,N
1:16:18 AM,20001,2480,598,5,34,N
1:16:19 AM,20001,2452,601,2,40,N
1:16:20 AM,20001,2451,600,3,33,N
1:16:21 AM,20001,2469,603,3,28,N
1:16:22 AM,20001,2476,599,5,29,N
1:16:23 AM,20001,2469,603,4,45,N
1:16:24 AM,20001,2456,601,5,49,N
1:16:25 AM,20001,2498,595,4,34,N
1:16:26 AM,20001,2487,595,3,38,N
1:16:27 AM,20001,2455,600,5,25,N
1:16:28 AM,20001,2451,599,4,38,N
1:16:29 AM,20001,2461,601,2,48,N
1:16:30 AM,20001,2458,603,4,38,N
1:16:31 AM,20001,2479,595,4,50,N
1:16:32 AM,20001,2489,603,3,32,N
1:16:33 AM,20001,2453,595,4,31,N
1:16:34 AM,20001,2453,601,4,39,N
1:16:35 AM,20001,2459,602,4,47,N
1:16:36 AM,20001,2499,598,5,28,N
1:16:37 AM,20001,2458,596,4,44,N
1:16:38 AM,20001,2464,601,4,33,N
1:16:39 AM,20001,2468,598,2,45,N
1:16:40 AM,20001,2458,601,3,45,N
1:16:41 AM,20001,2494,595,3,33,N
1:16:42 AM,20001,2493,597,3,43,N
1:16:43 AM,20001,2463,597,2,41,N
1:16:44 AM,20001,2496,596,3,47,N
1:16:45 AM,20001,2490,595,5,31,N
1:16:46 AM,20001,2460,602,3,47,N
1:16:47 AM,20001,2499,599,4,47,N
1:16:48 AM,20001,2478,601,4,29,N
1:16:49 AM,20001,2460,599,2,45,N
1:16:50 AM,20001,2484,600,5,44,N
1:16:51 AM,20001,2456,597,5,27,N
1:16:52 AM,20001,2476,601,2,32,N
1:16:53 AM,20001,2488,596,2,38,N
1:16:54 AM,20001,2457,599,5,39,N
1:16:55 AM,20001,2482,601,3,48,N
1:16:56 AM,20001,2500,603,5,39,N
1:16:57 AM,20001,2450,601,2,41,N
1:16:58 AM,20001,2467,603,5,38,N
1:16:59 AM,20001,2476,596,3,30,N
1:17:00 AM,20001,2452,596,5,42,N
1:17:01 AM,20001,2452,601,5,41,N
1:17:02 AM,20001,2461,602,5,41,N
1:17:03 AM,20001,2470,595,4,42,N
1:17:04 AM,20001,2499,603,5,25,N
1:17:05 AM,20001,2452,598,2,49,N
1:17:06 AM,20001,2498,603,3,48,N
1:17:07 AM,20001,2497,595,4,30,N
1:17:08 AM,20001,2497,602,2,46,N
1:17:09 AM,20001,2453,602,3,34,N
1:17:10 AM,20001,2470,600,5,46,N
1:17:11 AM,20001,2483,601,5,40,N
1:17:12 AM,20001,2494,602,5,37,N
1:17:13 AM,20001,2463,595,2,25,N
1:17:14 AM,20001,2492,599,5,25,N
1:17:15 AM,20001,2481,603,3,40,N
1:17:16 AM,20001,2463,597,3,31,N
1:17:17 AM,20001,2495,595,5,42,N
1:17:18 AM,20001,2484,596,3,38,N
1:17:19 AM,20001,2465,597,2,43,N
1:17:20 AM,20001,2472,601,3,32,N
1:17:21 AM,20001,2491,602,5,44,N
1:17:22 AM,20001,2489,597,2,32,N
1:17:23 AM,20001,2480,598,4,30,N
1:17:24 AM,20001,2500,595,3,49,N
1:17:25 AM,20001,2464,601,5,36,N
1:17:26 AM,20001,2482,600,4,33,N
1:17:27 AM,20001,2468,598,2,26,N
1:17:28 AM,20001,2466,599,2,26,N
1:17:29 AM,20001,2461,602,3,41,N
1:17:30 AM,20001,2450,601,4,30,N
1:17:31 AM,20001,2486,601,3,46,N
1:17:32 AM,20001,2461,602,3,40,N
1:17:33 AM,20001,2498,601,5,32,N
1:17:34 AM,20001,2493,597,2,37,N
1:17:35 AM,20001,2469,598,4,34,N
1:17:36 AM,20001,2463,599,3,39,N
1:17:37 AM,20001,2500,600,2,33,N
1:17:38 AM,20001,2480,603,3,40,N
1:17:39 AM,20001,2456,598,5,38,N
1:17:40 AM,20001,2495,599,2,27,N
1:17:41 AM,20001,2450,603,3,45,N
1:17:42 AM,20001,2465,598,5,40,N
1:17:43 AM,20001,2493,596,5,46,N
1:17:44 AM,20001,2453,599,4,50,N
1:17:45 AM,20001,2490,597,4,49,N
1:17:46 AM,20001,2458,602,2,37,N
1:17:47 AM,20001,2482,596,5,26,N
1:17:48 AM,20001,2461,596,3,29,N
1:17:49 AM,20001,2465,597,2,45,N
1:17:50 AM,20001,2462,602,4,49,N
1:17:51 AM,20001,2457,597,3,42,N
1:17:52 AM,20001,2489,596,4,45,N
1:17:53 AM,20001,2480,603,3,27,N
1:17:54 AM,20001,2464,602,4,28,N
1:17:55 AM,20001,2491,603,3,32,N
1:17:56 AM,20001,2498,599,3,27,N
1:17:57 AM,20001,2463,601,2,36,N
1:17:58 AM,20001,2487,598,5,29,N
1:17:59 AM,20001,2479,595,2,32,N
1:18:00 AM,20001,2451,596,4,29,N
1:18:01 AM,20001,2496,599,4,38,N
1:18:02 AM,20001,2469,596,4,31,N
1:18:03 AM,20001,2499,596,2,31,N
1:18:04 AM,20001,2500,601,3,36,N
1:18:05 AM,20001,2453,600,5,40,N
1:18:06 AM,20001,2484,603,4,45,N
1:18:07 AM,20001,2475,598,2,37,N
1:18:08 AM,20001,2493,596,5,44,N
1:18:09 AM,20001,2493,596,5,28,N
1:18:10 AM,20001,2460,596,2,42,N
1:18:11 AM,20001,2468,601,5,47,N
1:18:12 AM,20001,2499,595,2,35,N
1:18:13 AM,20001,2477,603,3,29,N
1:18:14 AM,20001,2464,601,5,35,N
1:18:15 AM,20001,2459,596,4,41,N
1:18:16 AM,20001,2469,595,5,43,N
1:18:17 AM,20001,2475,596,3,31,N
1:18:18 AM,20001,2474,600,4,36,N
1:18:19 AM,20001,2489,595,4,33,N
1:18:20 AM,20001,2464,597,5,43,N
1:18:21 AM,20001,2472,602,4,36,N
1:18:22 AM,20001,2465,598,3,37,N
1:18:23 AM,20001,2462,601,5,27,N
1:18:24 AM,20001,2454,600,5,28,N
1:18:25 AM,20001,2465,599,4,46,N
1:18:26 AM,20001,2484,597,3,26,N
1:18:27 AM,20001,2455,598,2,38,N
1:18:28 AM,20001,2486,598,4,33,N
1:18:29 AM,20001,2463,603,5,34,N
1:18:30 AM,20001,2469,597,4,45,N
1:18:31 AM,20001,2497,601,5,39,N
1:18:32 AM,20001,2458,600,2,30,N
1:18:33 AM,20001,2478,599,4,31,N
1:18:34 AM,20001,2490,596,4,31,N
1:18:35 AM,20001,2494,600,2,40,N
1:18:36 AM,20001,2479,601,5,30,N
1:18:37 AM,20001,2474,596,4,45,N
1:18:38 AM,20001,2459,597,4,45,N
1:18:39 AM,20001,2481,596,3,50,N
1:18:40 AM,20001,2483,596,3,48,N
1:18:41 AM,20001,2493,596,2,42,N
1:18:42 AM,20001,2500,603,5,50,N
1:18:43 AM,20001,2470,595,5,30,N
1:18:44 AM,20001,2486,597,3,49,N
1:18:45 AM,20001,2471,601,4,36,N
1:18:46 AM,20001,2499,603,2,42,N
1:18:47 AM,20001,2466,596,4,44,N
1:18:48 AM,20001,2469,595,4,32,N
1:18:49 AM,20001,2467,603,5,28,N
1:18:50 AM,20001,2460,595,4,30,N
1:18:51 AM,20001,2460,599,4,48,N
1:18:52 AM,20001,2489,600,5,38,N
1:18:53 AM,20001,2464,595,5,35,N
1:18:54 AM,20001,2497,602,5,27,N
1:18:55 AM,20001,2491,603,4,41,N
1:18:56 AM,20001,2480,600,5,36,N
1:18:57 AM,20001,2464,603,3,49,N
1:18:58 AM,20001,2494,602,3,30,N
1:18:59 AM,20001,2487,597,5,41,N
1:19:00 AM,20001,2475,599,3,27,N
1:19:01 AM,20001,2477,595,5,46,N
1:19:02 AM,20001,2457,600,2,26,N
1:19:03 AM,20001,2468,600,4,31,N
1:19:04 AM,20001,2475,603,3,37,N
1:19:05 AM,20001,2450,598,3,34,N
1:19:06 AM,20001,2499,600,2,36,N
1:19:07 AM,20001,2472,598,5,48,N
1:19:08 AM,20001,2495,602,3,33,N
1:19:09 AM,20001,2461,602,2,45,N
1:19:10 AM,20001,2477,603,5,39,N
1:19:11 AM,20001,2451,598,4,30,N
1:19:12 AM,20001,2489,597,4,33,N
1:19:13 AM,20001,2481,601,5,38,N
1:19:14 AM,20001,2492,599,3,41,N
1:19:15 AM,20001,2491,600,4,36,N
1:19:16 AM,20001,2489,603,3,28,N
1:19:17 AM,20001,2490,601,3,27,N
1:19:18 AM,20001,2481,595,3,34,N
1:19:19 AM,20001,2492,595,5,29,N
1:19:20 AM,20001,2489,600,3,49,N
1:19:21 AM,20001,2462,598,3,28,N
1:19:22 AM,20001,2498,600,5,25,N
1:19:23 AM,20001,2477,602,4,34,N
1:19:24 AM,20001,2479,597,5,30,N
1:19:25 AM,20001,2455,600,4,27,N
1:19:26 AM,20001,2488,598,4,28,N
1:19:27 AM,20001,2450,603,5,41,N
1:19:28 AM,20001,2453,597,2,26,N
1:19:29 AM,20001,2457,596,3,39,N
1:19:30 AM,20001,2457,599,2,31,N
1:19:31 AM,20001,2472,599,5,37,N
1:19:32 AM,20001,2460,597,5,36,N
1:19:33 AM,20001,2471,598,3,45,N
1:19:34 AM,20001,2498,598,2,32,N
1:19:35 AM,20001,2476,602,5,45,N
1:19:36 AM,20001,2480,597,5,28,N
1:19:37 AM,20001,2483,596,3,45,N
1:19:38 AM,20001,2454,598,3,28,N
1:19:39 AM,20001,2455,595,5,44,N
1:19:40 AM,20001,2480,597,3,48,N
1:19:41 AM,20001,2459,603,2,37,N
1:19:42 AM,20001,2459,595,5,26,N
1:19:43 AM,20001,2485,601,4,43,N
1:19:44 AM,20001,2474,600,2,31,N
1:19:45 AM,20001,2467,598,4,38,N
1:19:46 AM,20001,2494,598,2,43,N
1:19:47 AM,20001,2470,596,3,29,N
1:19:48 AM,20001,2475,601,5,36,N
1:19:49 AM,20001,2461,595,2,40,N
1:19:50 AM,20001,2471,598,4,49,N
1:19:51 AM,20001,2485,596,2,44,N
1:19:52 AM,20001,2491,598,4,25,N
1:19:53 AM,20001,2475,595,2,28,N
1:19:54 AM,20001,2492,596,3,41,N
1:19:55 AM,20001,2484,603,3,45,N
1:19:56 AM,20001,2498,602,5,49,N
1:19:57 AM,20001,2478,598,5,40,N
1:19:58 AM,20001,2476,600,2,29,N
1:19:59 AM,20001,2457,597,5,40,N
1:20:00 AM,20001,2490,602,4,44,N
1:20:01 AM,20001,2461,597,2,41,N
1:20:02 AM,20001,2482,597,2,40,N
1:20:03 AM,20001,2461,598,3,37,N
1:20:04 AM,20001,2485,597,5,40,N
1:20:05 AM,20001,2450,600,2,40,N
1:20:06 AM,20001,2490,603,3,48,N
1:20:07 AM,20001,2452,599,5,33,N
1:20:08 AM,20001,2471,601,2,27,N
1:20:09 AM,20001,2498,603,2,29,N
1:20:10 AM,20001,2497,601,2,43,N
1:20:11 AM,20001,2472,601,2,40,N
1:20:12 AM,20001,2454,597,5,43,N
1:20:13 AM,20001,2496,597,3,45,N
1:20:14 AM,20001,2467,598,5,43,N
1:20:15 AM,20001,2476,599,4,35,N
1:20:16 AM,20001,2489,601,5,44,N
1:20:17 AM,20001,2462,597,5,43,N
1:20:18 AM,20001,2459,601,5,50,N
1:20:19 AM,20001,2492,597,3,43,N
1:20:20 AM,20001,2494,603,3,39,N
1:20:21 AM,20001,2496,599,5,32,N
1:20:22 AM,20001,2475,597,3,27,N
1:20:23 AM,20001,2459,596,5,36,N
1:20:24 AM,20001,2497,601,2,46,N
1:20:25 AM,20001,2487,601,3,46,N
1:20:26 AM,20001,2479,596,4,33,N
1:20:27 AM,20001,2460,602,5,42,N
1:20:28 AM,20001,2475,595,5,35,N
1:20:29 AM,20001,2467,598,3,30,N
1:20:30 AM,20001,2472,603,5,46,N
1:20:31 AM,20001,2464,601,2,43,N
1:20:32 AM,20001,2499,600,3,41,N
1:20:33 AM,20001,2470,598,3,41,N
1:20:34 AM,20001,2492,602,3,44,N
1:20:35 AM,20001,2456,596,5,35,N
1:20:36 AM,20001,2455,598,5,46,N
1:20:37 AM,20001,2494,600,2,25,N
1:20:38 AM,20001,2486,597,2,33,N
1:20:39 AM,20001,2498,601,3,43,N
1:20:40 AM,20001,2460,601,4,25,N
1:20:41 AM,20001,2456,599,5,31,N
1:20:42 AM,20001,2477,601,3,43,N
1:20:43 AM,20001,2494,601,2,43,N
1:20:44 AM,20001,2460,598,3,47,N
1:20:45 AM,20001,2468,600,4,50,N
1:20:46 AM,20001,2458,600,4,43,N
1:20:47 AM,20001,2464,597,5,38,N
1:20:48 AM,20001,2471,601,2,31,N
1:20:49 AM,20001,2474,603,4,47,N
1:20:50 AM,20001,2464,599,2,41,N
1:20:51 AM,20001,2455,602,2,45,N
1:20:52 AM,20001,2497,597,5,30,N
1:20:53 AM,20001,2459,597,4,46,N
1:20:54 AM,20001,2468,603,4,41,N
1:20:55 AM,20001,2484,599,3,50,N
1:20:56 AM,20001,2498,598,2,37,N
1:20:57 AM,20001,2458,603,4,38,N
1:20:58 AM,20001,2477,597,3,25,N
1:20:59 AM,20001,2490,599,2,41,N
1:21:00 AM,20001,2499,601,5,38,N
1:21:01 AM,20001,2498,602,3,48,N
1:21:02 AM,20001,2497,601,2,36,N
1:21:03 AM,20001,2458,601,2,41,N
1:21:04 AM,20001,2475,602,3,32,N
1:21:05 AM,20001,2476,599,2,35,N
1:21:06 AM,20001,2464,595,2,39,N
1:21:07 AM,20001,2491,595,3,35,N
1:21:08 AM,20001,2487,596,4,30,N
1:21:09 AM,20001,2459,597,5,44,N
1:21:10 AM,20001,2487,602,4,47,N
1:21:11 AM,20001,2455,599,3,30,N
1:21:12 AM,20001,2457,595,5,34,N
1:21:13 AM,20001,2476,598,3,42,N
1:21:14 AM,20001,2476,600,3,42,N
1:21:15 AM,20001,2462,595,4,28,N
1:21:16 AM,20001,2482,603,3,29,N
1:21:17 AM,20001,2451,601,4,28,N
1:21:18 AM,20001,2472,601,4,30,N
1:21:19 AM,20001,2461,602,3,45,N
1:21:20 AM,20001,2499,600,4,25,N
1:21:21 AM,20001,2457,601,3,31,N
1:21:22 AM,20001,2463,595,2,30,N
1:21:23 AM,20001,2459,601,5,38,N
1:21:24 AM,20001,2493,600,2,26,N
1:21:25 AM,20001,2497,599,2,46,N
1:21:26 AM,20001,2471,603,3,49,N
1:21:27 AM,20001,2455,598,5,45,N
1:21:28 AM,20001,2474,601,3,27,N
1:21:29 AM,20001,2458,597,3,38,N
1:21:30 AM,20001,2484,601,4,43,N
1:21:31 AM,20001,2475,601,5,31,N
1:21:32 AM,20001,2456,595,3,44,N
1:21:33 AM,20001,2499,595,4,31,N
1:21:34 AM,20001,2477,595,2,43,N
1:21:35 AM,20001,2454,600,3,38,N
1:21:36 AM,20001,2486,600,2,48,N
1:21:37 AM,20001,2478,600,2,29,N
1:21:38 AM,20001,2464,598,4,40,N
1:21:39 AM,20001,2500,596,2,40,N
1:21:40 AM,20001,2497,597,2,27,N
1:21:41 AM,20001,2490,596,3,28,N
1:21:42 AM,20001,2490,603,3,47,N
1:21:43 AM,20001,2490,601,3,41,N
1:21:44 AM,20001,2480,595,2,49,N
1:21:45 AM,20001,2491,601,4,26,N
1:21:46 AM,20001,2492,596,5,32,N
1:21:47 AM,20001,2474,599,4,34,N
1:21:48 AM,20001,2496,601,5,26,N
1:21:49 AM,20001,2450,598,2,38,N
1:21:50 AM,20001,2467,601,3,31,N
1:21:51 AM,20001,2490,596,5,31,N
1:21:52 AM,20001,2493,601,2,36,N
1:21:53 AM,20001,2452,595,5,35,N
1:21:54 AM,20001,2481,602,5,34,N
1:21:55 AM,20001,2479,600,3,49,N
1:21:56 AM,20001,2459,600,4,27,N
1:21:57 AM,20001,2482,596,3,50,N
1:21:58 AM,20001,2488,595,5,30,N
1:21:59 AM,20001,2458,601,4,39,N
1:22:00 AM,20001,2457,598,3,45,N
1:22:01 AM,20001,2452,602,4,36,N
1:22:02 AM,20001,2469,595,2,34,N
1:22:03 AM,20001,2478,600,3,34,N
1:22:04 AM,20001,2466,597,2,25,N
1:22:05 AM,20001,2455,603,3,25,N
1:22:06 AM,20001,2480,595,2,39,N
1:22:07 AM,20001,2485,596,2,46,N
1:22:08 AM,20001,2479,602,4,43,N
1:22:09 AM,20001,2473,598,2,29,N
1:22:10 AM,20001,2451,600,4,31,N
1:22:11 AM,20001,2477,599,2,49,N
1:22:12 AM,20001,2462,603,5,31,N
1:22:13 AM,20001,2493,596,2,38,N
1:22:14 AM,20001,2463,595,3,34,N
1:22:15 AM,20001,2480,599,3,30,N
1:22:16 AM,20001,2499,602,4,35,N
1:22:17 AM,20001,2499,599,2,30,N
1:22:18 AM,20001,2468,599,4,32,N
1:22:19 AM,20001,2488,595,5,32,N
1:22:20 AM,20001,2496,598,3,50,N
1:22:21 AM,20001,2494,597,5,33,N
1:22:22 AM,20001,2488,597,4,36,N
1:22:23 AM,20001,2472,596,4,42,N
1:22:24 AM,20001,2477,597,4,45,N
1:22:25 AM,20001,2500,603,2,29,N
1:22:26 AM,20001,2465,603,5,36,N
1:22:27 AM,20001,2491,596,4,37,N
1:22:28 AM,20001,2475,600,2,28,N
1:22:29 AM,20001,2474,603,2,38,N
1:22:30 AM,20001,2473,599,2,33,N
1:22:31 AM,20001,2496,599,2,28,N
1:22:32 AM,20001,2496,600,2,48,N
1:22:33 AM,20001,2489,599,4,42,N
1:22:34 AM,20001,2489,596,3,27,N
1:22:35 AM,20001,2500,599,4,43,N
1:22:36 AM,20001,2481,599,3,39,N
1:22:37 AM,20001,2479,597,3,40,N
1:22:38 AM,20001,2456,595,3,33,N
1:22:39 AM,20001,2471,597,5,39,N
1:22:40 AM,20001,2498,599,4,40,N
1:22:41 AM,20001,2499,599,4,38,N
1:22:42 AM,20001,2450,597,3,38,N
1:22:43 AM,20001,2476,596,4,47,N
1:22:44 AM,20001,2492,602,3,36,N
1:22:45 AM,20001,2450,603,2,35,N
1:22:46 AM,20001,2457,599,4,29,N
1:22:47 AM,20001,2451,599,2,48,N
1:22:48 AM,20001,2454,602,5,32,N
1:22:49 AM,20001,2489,600,2,34,N
1:22:50 AM,20001,2470,599,2,31,N
1:22:51 AM,20001,2452,599,3,49,N
1:22:52 AM,20001,2495,598,3,39,N
1:22:53 AM,20001,2483,597,5,35,N
1:22:54 AM,20001,2496,602,5,30,N
1:22:55 AM,20001,2470,599,3,27,N
1:22:56 AM,20001,2463,596,4,28,N
1:22:57 AM,20001,2456,599,4,33,N
1:22:58 AM,20001,2480,602,3,27,N
1:22:59 AM,20001,2477,596,3,50,N
1:23:00 AM,20001,2470,597,5,35,N
1:23:01 AM,20001,2475,600,2,40,N
1:23:02 AM,20001,2484,602,5,32,N
1:23:03 AM,20001,2472,598,4,35,N
1:23:04 AM,20001,2498,598,3,40,N
1:23:05 AM,20001,2480,598,4,50,N
1:23:06 AM,20001,2484,600,2,38,N
1:23:07 AM,20001,2465,602,2,25,N
1:23:08 AM,20001,2485,599,3,44,N
1:23:09 AM,20001,2466,601,2,29,N
1:23:10 AM,20001,2458,598,3,32,N
1:23:11 AM,20001,2493,595,3,48,N
1:23:12 AM,20001,2478,602,5,29,N
1:23:13 AM,20001,2491,602,3,31,N
1:23:14 AM,20001,2456,600,3,28,N
1:23:15 AM,20001,2473,603,2,34,N
1:23:16 AM,20001,2491,596,5,26,N
1:23:17 AM,20001,2476,601,4,46,N
1:23:18 AM,20001,2499,598,3,37,N
1:23:19 AM,20001,2480,602,2,28,N
1:23:20 AM,20001,2455,598,5,35,N
1:23:21 AM,20001,2492,600,5,31,N
1:23:22 AM,20001,2474,597,5,41,N
1:23:23 AM,20001,2485,595,2,39,N
1:23:24 AM,20001,2491,603,4,40,N
1:23:25 AM,20001,2451,602,2,34,N
1:23:26 AM,20001,2460,603,5,45,N
1:23:27 AM,20001,2486,603,2,42,N
1:23:28 AM,20001,2498,597,3,28,N
1:23:29 AM,20001,2467,595,4,32,N
1:23:30 AM,20001,2469,603,3,28,N
1:23:31 AM,20001,2462,597,3,42,N
1:23:32 AM,20001,2469,597,2,32,N
1:23:33 AM,20001,2472,603,2,27,N
1:23:34 AM,20001,2498,601,4,49,N
1:23:35 AM,20001,2460,603,4,42,N
1:23:36 AM,20001,2485,599,4,34,N
1:23:37 AM,20001,2476,600,4,33,N
1:23:38 AM,20001,2489,600,5,27,N
1:23:39 AM,20001,2475,599,5,26,N
1:23:40 AM,20001,2453,602,2,37,N
1:23:41 AM,20001,2469,596,5,29,N
1:23:42 AM,20001,2465,595,4,50,N
1:23:43 AM,20001,2475,595,3,30,N
1:23:44 AM,20001,2456,600,2,39,N
1:23:45 AM,20001,2487,601,5,33,N
1:23:46 AM,20001,2455,600,2,26,N
1:23:47 AM,20001,2464,596,5,36,N
1:23:48 AM,20001,2495,596,3,48,N
1:23:49 AM,20001,2471,603,4,39,N
1:23:50 AM,20001,2475,603,5,34,N
1:23:51 AM,20001,2479,600,2,25,N
